title,houseType,floor,position,area,direction,buildTime,viewNum,time,tags,unitPrice,totalPrice
西四站 金融街带电梯双朝东两居 视野好中间层 太平桥大街,2室1厅1卫, 中楼层/18层 ,金融街 太平桥大街 · 距离地铁复兴门539米,61.8 平米 , 东西 , 1989年建,1 人关注 , 2019-12-07发布,近地铁满五年,单价129450元/m²,800万
（新）望春园东南两居正对中央花园 随时可签,2室1厅1卫, 高楼层/25层 ,北苑 北苑家园望春园 · 距离地铁立水桥南549米,65.84 平米 , 东南 , 2008年建,4 人关注 , 2019-12-06发布,近地铁满二年,单价64550元/m²,425万
精装修 业主自住 拎包住 满五年唯一 明厨明卫,2室1厅1卫, 低楼层/13层 ,梨园 新城阳光 · 距离地铁梨园585米,116.42 平米 , 南北 , 2006年建,0 人关注 , 2019-11-23发布,近地铁满五年,单价45954元/m²,535万
二环内商品房 两居室 交通便利 两梯三户,2室1厅1卫, 中楼层/16层 ,广渠门 京城仁合 · 距离地铁广渠门外725米,83.62 平米 , 东北 , 2002年建,0 人关注 , 2019-11-16发布,近地铁满五年,单价91485元/m²,765万
华腾园一居室，满五年，商品房，随时看房！,1室1厅1卫, 中楼层/28层 ,劲松 华腾园 · 距离地铁劲松379米,59 平米 , 北 , 2003年建,0 人关注 , 2019-11-30发布,近地铁随时看满五年近公园,单价74576元/m²,440万
新上 西城区2005年商品房 落地飘窗 视野好装修棒,1室0厅1卫, 中楼层/24层 ,牛街 牛街18 · 距离地铁广安门内655米,52.06 平米 , 北 , 2005年建,5 人关注 , 2019-11-16发布,近地铁随时看满五年近公园,单价78755元/m²,410万
农科院三室两厅一卫，有电梯，楼龄新，看房方便！,3室2厅1卫, 低楼层/24层 ,皂君庙 农科院教师家属楼 · 距离地铁魏公村610米,92.93 平米 , 南 , 2003年建,3 人关注 , 2019-12-06发布,近地铁满五年,单价128699元/m²,1196万
阜成门 北营房西里南向一居室 中间层 前后无遮挡采光好,1室1厅1卫, 中楼层/6层 ,阜成门 北营房西里 · 距离地铁阜成门675米,41.8 平米 , 南 , 1987年建,2 人关注 , 2019-11-11发布,近地铁满五年,单价128230元/m²,536万
南向一居 满五年一套 配合转商 常营地铁站,1室2厅1卫, 低楼层/27层 ,常营 富力阳光美园 · 距离地铁常营650米,68.43 平米 , 南 , 2010年建,2 人关注 , 2019-11-19发布,近地铁满五年,单价53924元/m²,369万
胜古南里新上南北通透2居室,2室1厅1卫, 顶层/6层 ,安贞 胜古南里 · 距离地铁和平西桥354米,56 平米 , 南北 , 1980年建,2 人关注 , 2019-12-04发布,近地铁随时看,单价71071元/m²,398万
二里庄商圈 新上健翔园 西南大两居,2室2厅2卫, 低楼层/24层 ,二里庄 健翔园 · 距离地铁牡丹园1431米,112.7 平米 , 西南 , 1999年建,1 人关注 , 2019-11-06发布,近地铁满五年,单价75421元/m²,850万
玉泉营！首经贸！万年花城一期！全南双卫两居室！,2室1厅2卫, 低楼层/16层 ,玉泉营 万年花城一期 · 距离地铁首经贸150米,100.39 平米 , 南 , 2005年建,3 人关注 , 2019-11-27发布,近地铁满五年,单价64449元/m²,647万
西城区 广安门 西南正规三居 商品房 高绿化,3室1厅2卫, 中楼层/29层 ,广安门 蝶翠华庭 · 距离地铁达官营701米,138.42 平米 , 西南 , 2003年建,0 人关注 , 2019-11-07发布,近地铁满五年,单价105476元/m²,1460万
西城区高端住宅满五年唯一诚心出售,2室1厅1卫, 高楼层/28层 ,广安门 红山世家 · 距离地铁达官营476米,93.99 平米 , 东南 , 2011年建,2 人关注 , 2019-11-06发布,近地铁满五年,单价113842元/m²,1070万
通州果园 八通线城铁 电梯房 交通便利,1室1厅1卫, 中楼层/12层 ,果园 新华联家园北区 · 距离地铁果园524米,42.83 平米 , 北 , 2004年建,7 人关注 , 2019-10-30发布,近地铁满五年,单价46696元/m²,200万
花园小区人车分流，南北双通透三居室，出行方便，随时看房,3室2厅2卫, 低楼层/16层 ,西直门 远洋风景 · 距离地铁西直门847米,161.01 平米 , 南北 , 2002年建,1 人关注 , 2019-11-03发布,近地铁随时看满五年,单价99373元/m²,1600万
黄村 滨河西里 明厅户型周边配套完善,2室1厅1卫, 顶层/6层 ,枣园 滨河西里 · 距离地铁清源路761米,58.28 平米 , 东北西 , 1999年建,13 人关注 , 2019-10-29发布,近地铁满二年,单价37577元/m²,219万
朝阳公园地铁14号线，秀水园小区，一层带院子南北通透两居室！,2室1厅1卫, 底层/6层 ,团结湖 秀水园小区 · 距离地铁朝阳公园496米,50.25 平米 , 南北 , 1992年建,11 人关注 , 2019-10-10发布,近地铁满五年近公园,单价74627元/m²,375万
海特花园大三居室 落地窗高楼层 2002年楼龄 随时可看,3室2厅2卫, 高楼层/18层 ,苹果园 海特花园 · 距离地铁杨庄556米,130.02 平米 , 西南 , 2002年建,7 人关注 , 2019-10-15发布,近地铁满五年,单价39994元/m²,520万
南北通透 近地铁 可做小三居 满五年一套,2室1厅1卫, 高楼层/6层 ,国展 香河园中里 · 距离地铁三元桥931米,61.15 平米 , 南北 , 1981年建,6 人关注 , 2019-09-29发布,近地铁随时看满五年,单价62142元/m²,380万
紧邻军博1号线，北蜂窝路22号院铁东宿舍,2室1厅1卫, 低楼层/11层 ,军博 铁东小区 · 距离地铁军事博物馆822米,66.8 平米 , 东 , 1996年建,9 人关注 , 2019-09-20发布,近地铁满五年近公园,单价77844元/m²,520万
三环边 南北通透两居 采光好，视野好，地铁10号线旁,2室1厅1卫, 顶层/22层 ,玉泉营 三环新城7号院 · 距离地铁丰台站450米,97.08 平米 , 南北 , 2004年建,1 人关注 , 2019-09-08发布,近地铁满五年,单价50474元/m²,490万
融科橄榄城三期，双主卧飘窗设计，南北通透眼睛户型,3室2厅2卫, 低楼层/27层 ,望京 融科橄榄城三期 · 距离地铁望京东701米,130.19 平米 , 南北 , 2007年建,1 人关注 , 2019-09-10发布,近地铁满五年,单价92173元/m²,1200万
南北通透三居室 送您一个温馨的家,3室1厅1卫, 中楼层/6层 ,太平桥 太平桥东里 · 距离地铁六里桥东563米,71.78 平米 , 南西北 , 1985年建,7 人关注 , 2019-09-10发布,近地铁满二年,单价65478元/m²,470万
宣武门 长椿街 地铁口小两居，中间楼层带电梯,2室0厅1卫, 中楼层/8层 ,金融街 宣武门西大街 · 距离地铁长椿街853米,47.42 平米 , 东北 , 1979年建,2 人关注 , 2019-09-07发布,近地铁满五年,单价110924元/m²,526万
保利嘉园 小区管理好 紧邻 常营站 购物方便紧邻龙湖天街,2室1厅1卫, 低楼层/11层 ,常营 保利嘉园一号院 · 距离地铁常营900米,90 平米 , 南西北 , 2010年建,2 人关注 , 2019-09-04发布,近地铁满五年,单价50000元/m²,450万
北二环积水潭德胜们低楼层三居室，南北通透楼龄新，随时签约,3室1厅1卫, 低楼层/7层 ,小西天 志强北园小区 · 距离地铁积水潭737米,70.3 平米 , 南北 , 1993年建,9 人关注 , 2019-08-28发布,近地铁随时看满五年近公园,单价88193元/m²,620万
建國门高层小一居 房主诚心卖看房方便 细节好谈,1室1厅1卫, 高楼层/7层 ,金宝街 赵堂子胡同 · 距离地铁建国门837米,38.19 平米 , 北 , 1985年建,6 人关注 , 2019-09-23发布,近地铁满二年,单价108929元/m²,416万
茂华璟公院南北三居诚心出售,3室2厅2卫, 低楼层/9层 ,杨庄 茂华璟公院 · 距离地铁杨庄1474米,169.2 平米 , 南北 , 2009年建,1 人关注 , 2019-08-20发布,近地铁满五年,单价62057元/m²,1050万
通州新城 玉桥东里 有电梯精装 正规一室一厅,1室1厅1卫, 低楼层/24层 ,玉桥 玉桥东里,50.28 平米 , 南 , 2009年建,3 人关注 , 2019-08-19发布,满五年,单价45744元/m²,230万
金融街 西城晶华朝西开间 同户型已出售7套,1室1厅1卫, 高楼层/11层 ,金融街 西城晶华 · 距离地铁西四715米,77.29 平米 , 西 , 2008年建,2 人关注 , 2019-08-23发布,近地铁,单价129383元/m²,1000万
精装修一居室 电梯房 采光充足,1室1厅1卫, 高楼层/29层 ,天宫院 保利春天里 · 距离地铁天宫院133米,58.16 平米 , 西南 , 2015年建,1 人关注 , 2019-08-27发布,近地铁满二年,单价45048元/m²,262万
模式口中里，南北通透两居室，带正规客厅，满五年,2室1厅1卫, 顶层/6层 ,苹果园 模式口中里 · 距离地铁金安桥1066米,62.45 平米 , 南北 , 1999年建,7 人关注 , 2019-08-14发布,近地铁随时看满五年近公园,单价39231元/m²,245万
通州北苑万达附近 90平三居 满五 户型方正 全明格局，,3室1厅1卫, 高楼层/7层 ,万达 中山大街 · 距离地铁通州北苑963米,90.49 平米 , 南西北 , 1989年建,0 人关注 , 2019-08-07发布,近地铁满五年,单价42546元/m²,385万
角门东 10号线 低楼层 南北两居 精装修,2室1厅1卫, 低楼层/6层 ,角门 角门东里 · 距离地铁角门东282米,57.2 平米 , 南北 , 1988年建,5 人关注 , 2019-08-02发布,近地铁满五年,单价58566元/m²,335万
C区南北通透两居 急售 看房方便,2室1厅1卫, 低楼层/18层 ,豆各庄 富力又一城C区,88.96 平米 , 南北 , 2009年建,3 人关注 , 2019-08-30发布,满五年近公园,单价51709元/m²,460万
满五唯一商品房，可高贷款，全南向，无遮挡，诚售,2室1厅1卫, 低楼层/24层 ,太平桥 首科花园 · 距离地铁六里桥东1071米,97.5 平米 , 南 , 2003年建,5 人关注 , 2019-07-24发布,近地铁满五年近公园,单价68513元/m²,668万
马家堡 角门西 双地铁三居 随时看房,3室1厅2卫, 中楼层/24层 ,马家堡 嘉丽园 · 距离地铁角门西43米,127.6 平米 , 西南 , 2002年建,1 人关注 , 2019-08-08发布,近地铁随时看满五年近公园,单价56426元/m²,720万
通州新城 玉桥北里两居室 诚心出售,2室1厅1卫, 高楼层/6层 ,乔庄 玉桥北里 · 距离地铁北运河西1204米,60.9 平米 , 南北 , 1990年建,5 人关注 , 2019-07-14发布,近地铁满五年,单价42365元/m²,258万
西城广安门 远见名苑一居 落地窗采光好,1室1厅1卫, 低楼层/24层 ,广安门 远见名苑 · 距离地铁达官营483米,48.96 平米 , 北 , 2004年建,4 人关注 , 2019-07-25发布,近地铁满五年,单价87827元/m²,430万
西马金润 满五年一套 南北通透 看房方便 大社区,2室2厅1卫, 中楼层/6层 ,马家堡 西马金润家园二区 · 距离地铁角门东726米,74.8 平米 , 南北 , 1998年建,1 人关注 , 2019-07-02发布,近地铁满五年,单价57487元/m²,430万
前半壁街 满五年 精装三居室 低楼层 全明户型,3室1厅1卫, 底层/7层 ,官园 前半壁街 · 距离地铁新街口467米,76.4 平米 , 西南 , 1989年建,5 人关注 , 2019-06-11发布,近地铁满五年,单价110602元/m²,845万
茂华璟公馆，三面朝南户型，南北通透,3室2厅2卫, 高楼层/9层 ,杨庄 茂华璟公馆 · 距离地铁八角游乐园1493米,166.78 平米 , 南东北 , 2009年建,0 人关注 , 2019-07-06发布,近地铁满五年,单价65236元/m²,1088万
商品房 满五唯一 南北通透板楼3居，全明户型有钥匙,3室2厅1卫, 中楼层/23层 ,岳各庄 西府景园,119.49 平米 , 南北 , 2004年建,3 人关注 , 2019-06-19发布,满五年,单价54398元/m²,650万
新上西城 广安门宣武门菜市口 临地铁 中心区域生活方便,3室1厅2卫, 高楼层/19层 ,牛街 牛街东里一区 · 距离地铁菜市口573米,74.75 平米 , 西南 , 1996年建,35 人关注 , 2019-03-27发布,近地铁业主自荐,单价82943元/m²,620万
二期楼房，满五年一套，南北通透两居，户型方正业主急售,2室1厅1卫, 中楼层/6层 ,安宁庄 清上园 · 距离地铁上地1141米,103.37 平米 , 南北 , 2005年建,1 人关注 , 2019-12-18发布,近地铁满五年近公园业主自荐,单价69653元/m²,720万
南湖东园二区 ，南北通透，全明格局 房子装修好，可直接入住,2室1厅1卫, 中楼层/6层 ,望京 南湖东园二区 · 距离地铁望京415米,65.5 平米 , 南北 , 1997年建,1 人关注 , 2019-11-15发布,近地铁随时看业主自荐,单价76183元/m²,499万
西坝河东里新上大客厅客厅两居 好房诚售 随时看,2室1厅1卫, 低楼层/18层 ,西坝河 西坝河东里 · 距离地铁太阳宫862米,63.25 平米 , 南 , 1987年建,2 人关注 , 2019-10-20发布,近地铁满五年业主自荐,单价62451元/m²,395万
通州新城运河商务区，南北通透电梯两居室，满五唯一。,2室2厅1卫, 中楼层/12层 ,新华大街 西上园小区 · 距离地铁北运河西965米,100.83 平米 , 南北 , 2003年建,2 人关注 , 2019-07-19发布,近地铁满五年业主自荐,单价56332元/m²,568万
双井 华腾园一期三居两卫 满五年一套 全新装修,3室1厅2卫, 低楼层/28层 ,劲松 华腾园 · 距离地铁劲松379米,130.6 平米 , 北 , 2003年建,1 人关注 , 2019-06-29发布,近地铁满五年业主自荐,单价65467元/m²,855万
新上三山小区.精装113.3平.大三居.满五唯一.诚心出售,3室2厅1卫, 高楼层/6层 ,后沙峪 三山新新家园一、二区,113.31 平米 , 南北 , 2000年建,1 人关注 , 2020-01-19发布,满五年,单价32654元/m²,370万
将府公园旁边花园洋房，卡布其诺二居，南北通透全明格局采光敞亮,2室2厅1卫, 中楼层/8层 ,酒仙桥 卡布其诺 · 距离地铁将台1404米,81.91 平米 , 南北 , 2005年建,0 人关注 , 2020-01-19发布,近地铁随时看满五年近公园,单价72030元/m²,590万
房本满五年，家里就一套房，户型方正,3室1厅1卫, 低楼层/5层 ,广渠门 龙潭北里 · 距离地铁广渠门内1340米,59.19 平米 , 南北 , 1979年建,1 人关注 , 2020-01-17发布,近地铁满五年,单价91232元/m²,540万
北二环积水潭小西天文慧园公寓 南向精装正规一室一厅诚意出售,1室1厅1卫, 低楼层/20层 ,新街口 文慧园13、14号 · 距离地铁积水潭677米,49.54 平米 , 南 , 2000年建,4 人关注 , 2020-01-14发布,近地铁满二年,单价86799元/m²,430万
诚苑南里 满五年一套商品房 南北通透采光好无遮挡,4室1厅1卫, 低楼层/9层 ,新宫 诚苑南里 · 距离地铁新宫1161米,88.52 平米 , 南北 , 2009年建,2 人关注 , 2020-01-14发布,近地铁满五年,单价40104元/m²,355万
华贸城正东向一居室，中间楼层，看房随时,1室2厅1卫, 中楼层/30层 ,北苑 华贸城7号院 · 距离地铁北苑694米,66.94 平米 , 东 , 2011年建,1 人关注 , 2020-01-13发布,近地铁随时看满二年近公园,单价62743元/m²,420万
朝阳公园东侧，精装南北大四居 小区人车分流 有钥匙,4室3厅3卫, 中楼层/12层 ,酒仙桥 东润枫景 · 距离地铁东风北桥873米,220.7 平米 , 南北 , 2002年建,1 人关注 , 2020-01-08发布,近地铁随时看,单价63435元/m²,1400万
马甸玉兰园新上一居 可当两居使用 看房有钥匙,1室1厅1卫, 顶层/7层 ,马甸 马甸玉兰园 · 距离地铁健德门683米,37.47 平米 , 南北 , 1997年建,0 人关注 , 2020-01-11发布,近地铁满五年,单价108086元/m²,405万
满五年一套住房 不临街 朝南,1室1厅1卫, 低楼层/25层 ,蒲黄榆 恒松园 · 距离地铁刘家窑333米,61.88 平米 , 南 , 1998年建,0 人关注 , 2020-01-10发布,近地铁满五年,单价58985元/m²,365万
望都新地北区新房！交通便利！配套齐全！中间楼层！满五唯一,2室1厅1卫, 中楼层/6层 ,北七家 望都新地三期,89.55 平米 , 南北 , 2015年建,0 人关注 , 2020-01-09发布,满五年,单价40201元/m²,360万
满五唯 一畅清园 东西向两居，拎包入住 看房方便,2室1厅1卫, 中楼层/7层 ,奥林匹克公园 畅清园小区 · 距离地铁林萃桥874米,73.54 平米 , 东西 , 2000年建,0 人关注 , 2020-01-06发布,近地铁满五年,单价72070元/m²,530万
通州新城运河商务区旁 西潞苑享成熟配套 出行多条地铁,2室1厅1卫, 顶层/6层 ,北关 西潞苑小区,100.6 平米 , 南西北 , 2003年建,1 人关注 , 2020-01-09发布,随时看满五年近公园,单价31312元/m²,315万
新上群芳园南向一居，满两年，精装修，紧挨7号线环球影城,1室1厅1卫, 中楼层/5层 ,临河里 群芳园小区 · 距离地铁临河里1364米,49.98 平米 , 南 , 2003年建,1 人关注 , 2020-01-07发布,近地铁满二年,单价48019元/m²,240万
正规全南向一居室，有钥匙，方便看。,1室1厅1卫, 高楼层/7层 ,五里店 五里店南里 · 距离地铁郭庄子1150米,40.25 平米 , 南 , 1990年建,3 人关注 , 2020-01-04发布,近地铁随时看,单价48447元/m²,195万
塔楼两居 适合老人或腿脚不方便居住 带大落地窗户型 商五一套,2室1厅1卫, 底层/17层 ,天通苑 天通苑东一区,106.1 平米 , 东南 , 2001年建,2 人关注 , 2020-01-05发布,满五年,单价34402元/m²,365万
西坝河东里精装修南北通透全明两居室满五唯一,2室1厅1卫, 中楼层/6层 ,西坝河 西坝河东里 · 距离地铁太阳宫862米,64.08 平米 , 南北 , 1984年建,2 人关注 , 2020-01-05发布,近地铁满五年,单价67104元/m²,430万
土桥华远铭悦社区，南北通透两居室，户型方正格局明朗，看房方便,2室1厅1卫, 中楼层/24层 ,临河里 华远铭悦 · 距离地铁土桥1025米,75.2 平米 , 南北 , 2012年建,3 人关注 , 2020-01-08发布,近地铁随时看满五年近公园,单价43218元/m²,325万
裕祥花园精装两居，楼层好，房况好，满五年,2室1厅1卫, 低楼层/6层 ,后沙峪 裕祥花园,73.45 平米 , 南北 , 1996年建,1 人关注 , 2020-01-05发布,随时看满五年,单价42478元/m²,312万
满五唯一！看房方便！南北向！,2室1厅1卫, 高楼层/6层 ,黄村中 富强西里 · 距离地铁清源路599米,57.73 平米 , 南北 , 1986年建,4 人关注 , 2020-01-08发布,近地铁满五年,单价37762元/m²,218万
崇文门 国瑞城公寓东向一居室 业主诚心出售,1室1厅1卫, 中楼层/16层 ,崇文门 国瑞城公寓 · 距离地铁崇文门306米,64.88 平米 , 东 , 2009年建,1 人关注 , 2020-01-11发布,近地铁满二年,单价89088元/m²,578万
南北正规南北两居近地铁挨着公园,2室1厅1卫, 底层/6层 ,大兴其它 德茂小区 · 距离地铁德茂985米,61.21 平米 , 南北 , 1990年建,3 人关注 , 2020-01-20发布,近地铁满五年,单价39046元/m²,239万
裕龙三区南北通透两居室 ，一年前的装修，业主自住,2室1厅1卫, 高楼层/6层 ,顺义城 裕龙花园三区 · 距离地铁顺义1455米,69.91 平米 , 南 , 2000年建,1 人关注 , 2020-01-01发布,近地铁随时看满五年近公园,单价39336元/m²,275万
竭诚为您服务 新街口片区楼龄新大一居诚售,1室1厅1卫, 中楼层/6层 ,新街口 新街口西里三区 · 距离地铁新街口352米,51.28 平米 , 东 , 2003年建,1 人关注 , 2020-01-06发布,近地铁满五年,单价115055元/m²,590万
奥园四期 次顶层三居 南北通透 采光视野好 满五唯一随时看房,3室2厅2卫, 高楼层/9层 ,东坝 奥林匹克花园四期,125.85 平米 , 南北 , 2010年建,0 人关注 , 2020-01-02发布,随时看,单价61979元/m²,780万
劲松 潘家园 华威西里正规一居室，紧邻潘家园地铁,1室1厅1卫, 底层/6层 ,潘家园 华威西里 · 距离地铁十里河718米,46.76 平米 , 南 , 1996年建,2 人关注 , 2019-12-31发布,近地铁满二年,单价63730元/m²,298万
冠雅苑南北二居室 满五年一套 双厅 拎包入住,2室2厅1卫, 高楼层/6层 ,北七家 冠雅苑,74.22 平米 , 南北 , 2000年建,1 人关注 , 2020-01-08发布,满五年,单价36378元/m²,270万
东坝奥园四期 一层带花园 中间位置四居室 全明格局 诚心出售,4室2厅2卫, 底层/9层 ,东坝 奥林匹克花园四期,151.47 平米 , 南北 , 2009年建,0 人关注 , 2019-12-30发布,满五年,单价61398元/m²,930万
新上房源 梨花园南北向两居 楼龄新 梨园地铁口,2室1厅1卫, 高楼层/6层 ,梨园 梨花园 · 距离地铁梨园119米,86.63 平米 , 南北 , 1999年建,0 人关注 , 2020-01-07发布,近地铁满二年,单价44096元/m²,382万
房子精装修商房，昌平地铁延线旁交通便利，格局好五彩城旁,3室2厅2卫, 中楼层/27层 ,清河 燕清源 · 距离地铁永泰庄1266米,134.01 平米 , 南东北 , 2005年建,2 人关注 , 2020-01-07发布,近地铁满五年,单价61563元/m²,825万
双井九龙山九龙花园小区大两居,2室2厅1卫, 顶层/14层 ,双井 九龙花园 · 距离地铁九龙山545米,100.93 平米 , 南北 , 1998年建,0 人关注 , 2020-01-06发布,近地铁满二年,单价60438元/m²,610万
虎坊路新上1居诚心出售欢迎来电随时看房,1室0厅1卫, 低楼层/5层 ,陶然亭 虎坊路小区 · 距离地铁虎坊桥678米,26.97 平米 , 东 , 1955年建,1 人关注 , 2019-12-27发布,近地铁随时看满二年近公园,单价152021元/m²,410万
成寿寺 华芳园东向1居室 满五年 随时看房,1室1厅1卫, 低楼层/24层 ,成寿寺 华芳园 · 距离地铁成寿寺446米,59.84 平米 , 东 , 2000年建,6 人关注 , 2019-12-28发布,近地铁满五年,单价54311元/m²,325万
志新村优质三居 采光好 没有遮挡 有正规客厅,3室2厅1卫, 顶层/6层 ,二里庄 志新村小区 · 距离地铁北沙滩1306米,76.1 平米 , 东南 , 1992年建,0 人关注 , 2020-01-04发布,近地铁随时看满五年,单价85414元/m²,650万
双高花园正规一室一厅单元房，简单装修干净可直接入住,1室2厅1卫, 中楼层/6层 ,黄村北 双高花园住宅小区 · 距离地铁高米店北639米,66.07 平米 , 南北 , 2004年建,0 人关注 , 2019-12-28发布,近地铁满二年,单价50401元/m²,333万
康乃馨 满五唯一73.36平的大一居， 南向6层,1室2厅1卫, 中楼层/11层 ,枣园 首开康乃馨城,73.36 平米 , 南 , 2012年建,1 人关注 , 2019-12-25发布,满五年,单价36668元/m²,269万
金汉绿港四区 一室一厅 纯南朝向 全明户型 业主诚心出售,1室1厅1卫, 中楼层/16层 ,顺义城 绿港家园四区 · 距离地铁顺义866米,69.01 平米 , 南 , 2008年建,1 人关注 , 2020-01-04发布,近地铁近公园,单价47819元/m²,330万
玉兰苑顶层带阁楼 简单装修 南北通透,2室1厅1卫, 高楼层/15层 ,顺义城 前进花园牡丹苑 · 距离地铁石门469米,96.53 平米 , 西南 , 2010年建,0 人关注 , 2019-12-23发布,近地铁满五年,单价40402元/m²,390万
03年商品房 满五唯一 板楼南北通透 看房随时,2室1厅1卫, 高楼层/6层 ,宋家庄 嘉和人家 · 距离地铁成寿寺792米,88.85 平米 , 南北 , 2002年建,0 人关注 , 2019-12-21发布,近地铁满五年,单价59088元/m²,525万
望京西 豪装三居 南向小区中心位置,3室2厅1卫, 中楼层/24层 ,望京 世安家园 · 距离地铁望京西818米,106.75 平米 , 东南 , 2001年建,2 人关注 , 2019-12-24发布,近地铁满五年近公园,单价60890元/m²,650万
东城区 永定门外城市亮点东向两居室，满五年一套，紧邻双线地铁,2室1厅1卫, 高楼层/12层 ,永定门 城市亮点 · 距离地铁永定门外221米,84.46 平米 , 东 , 2003年建,1 人关注 , 2019-12-29发布,近地铁满五年近公园,单价76960元/m²,650万
地铁口低总价小两居室 满五公房诚意出售,2室1厅1卫, 中楼层/16层 ,双榆树 双榆树西里 · 距离地铁人民大学258米,54.4 平米 , 东北 , 1980年建,0 人关注 , 2019-12-20发布,近地铁随时看,单价101103元/m²,550万
满五年 黄村繁华区域 地铁口 业主急售,2室1厅1卫, 顶层/6层 ,黄村中 黄村西里 · 距离地铁黄村西大街325米,54.93 平米 , 南北 , 1980年建,2 人关注 , 2019-12-22发布,近地铁满五年,单价38230元/m²,210万
天赐良园，低楼层两居，满五年不临街，精装自住，看房方便,2室1厅1卫, 低楼层/6层 ,北关 天赐良园西三期 · 距离地铁物资学院路138米,84.3 平米 , 南北 , 2003年建,3 人关注 , 2019-12-24发布,近地铁满五年近公园,单价47450元/m²,400万
奥园四期 南北通透三居室 采光视野好 满五唯一随时看房,3室2厅2卫, 低楼层/9层 ,东坝 奥林匹克花园四期,125.87 平米 , 南北 , 2009年建,0 人关注 , 2020-01-19发布,随时看满五年,单价58632元/m²,738万
店长推荐东四环08年社区，满五年，南北通透，诚意出售,2室1厅1卫, 中楼层/9层 ,四惠 壹线国际惠泽园 · 距离地铁四惠850米,102.4 平米 , 南北 , 2008年建,1 人关注 , 2019-12-19发布,近地铁随时看满五年,单价62500元/m²,640万
新上天桥北里南北通透3居室，满五唯一商品房，有钥匙,3室1厅1卫, 中楼层/9层 ,陶然亭 天桥北里 · 距离地铁天桥452米,96.83 平米 , 南北 , 2002年建,2 人关注 , 2019-12-18发布,近地铁满五年,单价91501元/m²,886万
汽修厂宿舍花虎沟南向精装修 明厨明卫 正规一居室,1室1厅1卫, 顶层/6层 ,奥林匹克公园 汽修一厂宿舍 · 距离地铁北沙滩1176米,44.67 平米 , 南 , 1992年建,0 人关注 , 2019-12-13发布,近地铁随时看满二年,单价67159元/m²,300万
海淀，阳光北里，东南两居室，户型方正，随时看,2室1厅1卫, 顶层/18层 ,安宁庄 阳光北里 · 距离地铁上地1423米,75.4 平米 , 东南 , 1996年建,1 人关注 , 2019-12-17发布,近地铁随时看满五年,单价60345元/m²,455万
高楼层 正规三居 出门地铁和公交好房诚售,3室0厅1卫, 高楼层/18层 ,西坝河 西坝河东里 · 距离地铁太阳宫862米,67.5 平米 , 东北 , 1987年建,1 人关注 , 2019-12-11发布,近地铁近公园,单价67852元/m²,458万
科育小区全明户型一层两居室，紧邻(yixiao),2室1厅1卫, 底层/5层 ,中关村 科育小区 · 距离地铁中关村478米,53.2 平米 , 南北 , 1981年建,1 人关注 , 2019-12-13发布,近地铁满五年,单价141917元/m²,755万
海特花园 总价230万 南北朝向一居室 业主诚售,1室1厅1卫, 顶层/7层 ,苹果园 海特花园 · 距离地铁杨庄556米,54.42 平米 , 南 , 1999年建,4 人关注 , 2019-12-15发布,近地铁满五年,单价42264元/m²,230万
北关商务区 新小区 高板电梯房 全明格局,3室1厅1卫, 中楼层/18层 ,北关 金地格林格林南区,89.41 平米 , 南西北 , 2014年建,1 人关注 , 2019-12-10发布,满二年,单价42053元/m²,376万
精装修 南北通透 大客厅两居 好房诚售,2室1厅1卫, 底层/6层 ,西坝河 西坝河东里 · 距离地铁太阳宫862米,49.56 平米 , 南 , 1985年建,4 人关注 , 2019-12-14发布,近地铁随时看满五年近公园,单价76675元/m²,380万
领秀新硅谷装修精装修新风系统南北通透，采光视野非常好,3室2厅2卫, 顶层/9层 ,西二旗 领秀新硅谷1号院 · 距离地铁西二旗391米,140.18 平米 , 南北 , 2010年建,1 人关注 , 2019-12-07发布,近地铁满二年,单价77829元/m²,1091万
国贸双井超值的一居室带书房业主诚意出售,1室1厅1卫, 中楼层/24层 ,双井 苹果社区北区 · 距离地铁九龙山919米,74.92 平米 , 北 , 2008年建,2 人关注 , 2019-12-08发布,近地铁随时看满五年,单价52723元/m²,395万
永定门东城区天天家园正规两居,2室1厅2卫, 低楼层/11层 ,永定门 天天家园 · 距离地铁景泰432米,125.11 平米 , 南 , 2002年建,1 人关注 , 2019-12-10发布,近地铁满五年,单价61146元/m²,765万
领秀C区双卧南大三居，满五一套，自住装修位置好，中间层,3室2厅2卫, 中楼层/11层 ,回龙观 领秀慧谷C区 · 距离地铁朱辛庄651米,137.89 平米 , 南北 , 2012年建,0 人关注 , 2019-12-08发布,近地铁满五年,单价62369元/m²,860万
六里桥 湾子 近地铁 精装南北两居 智能家居新风系统满五唯一,2室1厅1卫, 中楼层/6层 ,太平桥 太平桥东里 · 距离地铁六里桥东563米,58.4 平米 , 南北 , 1989年建,5 人关注 , 2019-12-07发布,近地铁随时看满五年近公园,单价73630元/m²,430万
中粮祥云南区 黄金高层 南北通透 满五年一套在售,3室1厅2卫, 中楼层/16层 ,后沙峪 中粮祥云国际生活区,143.4 平米 , 南北 , 2012年建,0 人关注 , 2020-01-13发布,满五年,单价61367元/m²,880万
融科橄榄城二期，业主出国急售两居室，通透采光好，,2室2厅1卫, 低楼层/28层 ,望京 融科橄榄城二期 · 距离地铁望京东678米,100.59 平米 , 南北 , 2007年建,0 人关注 , 2019-12-04发布,近地铁满五年,单价92455元/m²,930万
