title,houseType,floor,position,area,direction,buildTime,viewNum,time,tags,unitPrice,totalPrice
怡海四期大两居 房子视野好 无遮挡,2室2厅1卫, 高楼层/32层 ,科技园区 怡海花园富润园 · 距离地铁科怡路238米,105.24 平米 , 西南 , 2002年建,4 人关注 , 2019-11-28发布,近地铁满五年,单价54162元/m²,570万
康家园 南北通透 正规两居室 满五唯一,2室1厅1卫, 中楼层/6层 ,甘露园 康家园 · 距离地铁四惠东442米,64.14 平米 , 南北 , 1996年建,3 人关注 , 2019-12-01发布,近地铁满五年,单价54568元/m²,350万
天通苑东三区 南北通透2居室 看房方便,2室1厅1卫, 高楼层/7层 ,天通苑 天通苑东三区,116.77 平米 , 南北 , 2002年建,2 人关注 , 2019-12-26发布,满五年近公园,单价35540元/m²,415万
长安街南 商品房社区 京汉旭城 永辉对面,2室1厅1卫, 低楼层/23层 ,鲁谷 京汉旭城家园,79.6 平米 , 南西北 , 2004年建,1 人关注 , 2019-11-21发布,满二年,单价53392元/m²,425万
慈寿寺地铁 精装满五年一套 两居,2室1厅1卫, 中楼层/17层 ,紫竹桥 颐安嘉园 · 距离地铁慈寿寺440米,96.06 平米 , 东南 , 2000年建,3 人关注 , 2019-11-26发布,近地铁满五年,单价81199元/m²,780万
满五年，南北通透 低楼层 不临街 税费低,2室1厅1卫, 低楼层/6层 ,石佛营 八里庄北里 · 距离地铁十里堡243米,59.93 平米 , 南北 , 1993年建,9 人关注 , 2019-11-30发布,近地铁满五年近公园,单价58401元/m²,350万
地质大学院里 低楼层南北通透板楼 满五年公房 客厅朝南有窗户,3室1厅1卫, 低楼层/7层 ,五道口 地质大学 · 距离地铁五道口467米,95.08 平米 , 南北 , 2000年建,9 人关注 , 2019-11-16发布,近地铁随时看满五年,单价96761元/m²,920万
康和名居纯南向两居，业主急售,2室2厅1卫, 高楼层/18层 ,枣园 东亚马赛公馆,75.45 平米 , 南 , 2012年建,2 人关注 , 2019-11-24发布,满五年,单价39496元/m²,298万
东城区，天天家园，满五年一套，西南两居室，看房有钥匙,2室1厅1卫, 低楼层/11层 ,永定门 天天家园 · 距离地铁景泰432米,102.06 平米 , 西南 , 2002年建,5 人关注 , 2019-11-17发布,近地铁满五年近公园,单价67607元/m²,690万
慈云寺桥东 八里庄东里梧桐大两居 视野开阔,2室1厅1卫, 高楼层/24层 ,四惠 梧桐人家 · 距离地铁十里堡681米,97.35 平米 , 西北 , 1999年建,7 人关注 , 2019-11-16发布,近地铁随时看近公园,单价44068元/m²,429万
汇丰家园 新上两居室 东西通透 商品房满五年一套,2室2厅2卫, 低楼层/6层 ,玉泉营 汇丰家园 · 距离地铁丰台站721米,98.64 平米 , 东西 , 2002年建,1 人关注 , 2019-11-19发布,近地铁满五年,单价51703元/m²,510万
魏公村、民族歌舞团、新上南北三居室、精装、满五唯一、随时看房,3室2厅1卫, 低楼层/6层 ,魏公村 民族歌舞团宿舍 · 距离地铁魏公村540米,93.42 平米 , 南北 , 2000年建,3 人关注 , 2019-11-28发布,近地铁满五年近公园,单价117748元/m²,1100万
新上国兴城全南一居 视野好 满两年精装修 随时看,1室1厅1卫, 高楼层/15层 ,后沙峪 国兴城 · 距离地铁后沙峪979米,53.63 平米 , 南 , 2016年建,7 人关注 , 2019-11-15发布,近地铁满二年,单价48480元/m²,260万
",新康园二期板楼，满五年商品房，业主自住随时看房，诚心出售",2室1厅1卫, 中楼层/5层 ,西三旗 新康园 · 距离地铁育新644米,102.6 平米 , 南北 , 1999年建,3 人关注 , 2019-11-14发布,近地铁满五年,单价53606元/m²,550万
八通线地铁巴克魔界电梯94.28平2居满五年一套房,2室1厅1卫, 高楼层/11层 ,果园 巴克摩界 · 距离地铁果园838米,94.28 平米 , 东南 , 2007年建,4 人关注 , 2019-11-23发布,近地铁满五年,单价39245元/m²,370万
有钥匙 新登记房源 月坛旁核工业部小区满五年公房,2室1厅1卫, 中楼层/18层 ,月坛 核工业部小区 · 距离地铁车公庄西703米,63.9 平米 , 西南 , 1990年建,4 人关注 , 2019-11-14发布,近地铁随时看满五年近公园,单价117214元/m²,749万
角门西双地铁口2005年小区三居 交通便利诚心出售,3室2厅1卫, 低楼层/21层 ,马家堡 瑞丽江畔 · 距离地铁角门西351米,114.72 平米 , 西南 , 2005年建,1 人关注 , 2019-11-19发布,近地铁满五年近公园,单价57531元/m²,660万
北京新天地 南向一居 明厨明卫 正对小区花园水系,1室2厅1卫, 低楼层/28层 ,常营 北京新天地四期 · 距离地铁管庄1027米,73.23 平米 , 南 , 2009年建,2 人关注 , 2019-11-20发布,近地铁满五年近公园,单价55715元/m²,408万
金顶街四区 板楼南北通透三居室 格局方正 紧邻苹果园地铁,3室1厅1卫, 高楼层/6层 ,金顶街 金顶街四区 · 距离地铁苹果园577米,99.27 平米 , 南北 , 1999年建,6 人关注 , 2019-11-13发布,近地铁满五年近公园,单价47346元/m²,470万
皂君庙 近期必卖房源 电梯南向两居室 采光好钥匙房源,2室1厅1卫, 中楼层/16层 ,皂君庙 皂君东里 · 距离地铁魏公村1045米,69.6 平米 , 东南 , 1991年建,5 人关注 , 2019-11-15发布,近地铁随时看满五年,单价87500元/m²,609万
新上二环内！西直门南大街电梯两居室 东南朝向，满五年唯一,2室1厅1卫, 高楼层/16层 ,官园 西直门南大街26号 · 距离地铁车公庄91米,62.3 平米 , 南 , 1985年建,4 人关注 , 2019-11-13发布,近地铁随时看满五年,单价121188元/m²,755万
西罗园南里带电梯2室1厅,2室1厅1卫, 低楼层/21层 ,西罗园 西罗园南里小区 · 距离地铁木樨园699米,62.88 平米 , 西南 , 1993年建,4 人关注 , 2019-11-22发布,近地铁满五年,单价53753元/m²,338万
新上 满5年 诚意卖房,2室1厅1卫, 中楼层/8层 ,芍药居 芍药居北里一区 · 距离地铁芍药居1155米,60.2 平米 , 南北 , 1994年建,2 人关注 , 2019-11-13发布,近地铁满五年,单价87708元/m²,528万
方庄 一层改善四居 双卫 满五年公房 随时签约,4室1厅2卫, 底层/20层 ,方庄 芳古园一区 · 距离地铁蒲黄榆10米,104.47 平米 , 东南西 , 1992年建,7 人关注 , 2019-11-26发布,近地铁满五年,单价66909元/m²,699万
南向一居 低楼层 适合居住 满五公房 税费少,1室1厅1卫, 底层/6层 ,十里堡 十里堡北里 · 距离地铁十里堡114米,40.93 平米 , 南 , 1989年建,14 人关注 , 2019-11-19发布,近地铁满五年,单价62301元/m²,255万
合立方 商品房满五年唯一 南北通透带电梯 业主急售 看房方便,1室1厅1卫, 低楼层/23层 ,立水桥 合立方 · 距离地铁立水桥504米,55.04 平米 , 南北 , 2010年建,4 人关注 , 2019-11-13发布,近地铁满五年近公园,单价61592元/m²,339万
国典华园 新上明厨明卫两居室 临近公园,2室1厅1卫, 低楼层/17层 ,安贞 国典华园 · 距离地铁安贞门473米,105.56 平米 , 南西北 , 2005年建,2 人关注 , 2019-11-15发布,近地铁满五年,单价82418元/m²,870万
怡海花园恒泰园 精装修两居室 南北通透 近地铁,2室1厅1卫, 底层/6层 ,科技园区 怡海花园恒泰园 · 距离地铁科怡路378米,66.42 平米 , 南北 , 1997年建,0 人关注 , 2019-11-24发布,近地铁,单价68955元/m²,458万
天通苑西二区中高楼层自住精装两居室出售,2室1厅1卫, 中楼层/33层 ,天通苑 天通西苑二区 · 距离地铁天通苑439米,92.16 平米 , 西 , 2003年建,0 人关注 , 2019-11-17发布,近地铁满五年,单价40148元/m²,370万
新上二环边，大客厅两居室，精装修 中间楼层带电梯 满五年,2室2厅1卫, 中楼层/26层 ,方庄 芳城园一区 · 距离地铁方庄584米,66.7 平米 , 西北 , 1992年建,2 人关注 , 2019-11-11发布,近地铁满五年,单价60870元/m²,406万
嘉莲苑两室两厅诚心出售,2室1厅1卫, 低楼层/17层 ,菜户营 嘉莲苑,100.97 平米 , 西北 , 2002年建,1 人关注 , 2019-11-11发布,随时看满五年,单价69328元/m²,700万
卢沟桥南里 精致两居 业主诚心出售,2室1厅1卫, 底层/5层 ,卢沟桥 卢沟桥南里 · 距离地铁大瓦窑1423米,48.7 平米 , 南北 , 1990年建,3 人关注 , 2019-11-30发布,近地铁随时看,单价44969元/m²,219万
满五年唯一商品房，采光好，看房方便,2室2厅1卫, 中楼层/6层 ,东坝 朝阳新城三区,80.53 平米 , 东西 , 2003年建,10 人关注 , 2019-11-17发布,满五年,单价45946元/m²,370万
华威桥，南新园小区，南北通透，精装，满二年公房，随时看房,2室1厅1卫, 中楼层/7层 ,华威桥 南新园 · 距离地铁北工大西门517米,69.07 平米 , 南北 , 1995年建,4 人关注 , 2019-11-10发布,近地铁满二年,单价65441元/m²,452万
牛街 白广路南北向两居室邻近广安门中医院 宣武医院 全明格局,2室1厅1卫, 顶层/6层 ,牛街 白广路6号院 · 距离地铁广安门内305米,58.09 平米 , 南北 , 1981年建,9 人关注 , 2019-11-09发布,近地铁满五年,单价85729元/m²,498万
定福庄西街低楼层东南向2居满五年唯一商品房,2室1厅1卫, 低楼层/6层 ,定福庄 定福庄西街 · 距离地铁传媒大学940米,54.13 平米 , 南 , 1990年建,12 人关注 , 2019-11-09发布,近地铁满五年,单价48956元/m²,265万
八里庄南里 新上两居 电梯双南向近地铁,2室1厅1卫, 低楼层/18层 ,十里堡 八里庄南里 · 距离地铁十里堡361米,66.57 平米 , 南 , 1988年建,7 人关注 , 2019-11-10发布,近地铁满五年,单价54078元/m²,360万
天通苑东一区，南北通透两居，商品房，我有钥匙，详情咨询维护人,2室1厅1卫, 中楼层/7层 ,天通苑 天通苑东一区,86.6 平米 , 南北 , 2001年建,5 人关注 , 2019-11-18发布,随时看满五年近公园,单价42148元/m²,365万
店长重推！店长重推！近地铁，新上房源，全南户型两居。,2室1厅1卫, 低楼层/6层 ,卢沟桥 卢沟桥南里 · 距离地铁大瓦窑1423米,56.99 平米 , 南 , 1990年建,2 人关注 , 2019-12-05发布,近地铁满五年,单价43516元/m²,248万
安贞西里四区（深房大厦）带电梯和大客厅 有钥匙三居室随时看房,3室1厅1卫, 高楼层/25层 ,安贞 深房大厦 · 距离地铁安华桥427米,113.31 平米 , 北 , 1997年建,2 人关注 , 2019-11-13发布,近地铁满五年,单价57365元/m²,650万
紧邻双地铁，通透大两居，满五一套仅需契税，购房成本低,2室1厅1卫, 高楼层/6层 ,甘露园 甘露园南里二区 · 距离地铁青年路748米,63.01 平米 , 东西 , 1994年建,1 人关注 , 2019-11-15发布,近地铁满五年,单价52373元/m²,330万
丰台区新月家园 南北通透正规两居室出售 格局好,2室1厅1卫, 顶层/6层 ,卢沟桥 新月家园,87.48 平米 , 南北 , 2002年建,3 人关注 , 2019-11-09发布,满五年,单价39095元/m²,342万
新风北里人大家属楼，单独管理、视野棒大三居带客厅,3室1厅1卫, 顶层/16层 ,德胜门 新风北里 · 距离地铁牡丹园1343米,77.7 平米 , 西南 , 1989年建,0 人关注 , 2019-11-23发布,近地铁满五年,单价150064元/m²,1166万
六铺炕二区南北通透三居看房方便,3室1厅1卫, 中楼层/6层 ,六铺炕 六铺炕二区 · 距离地铁安德里北街600米,66.4 平米 , 南北 , 1981年建,1 人关注 , 2019-11-09发布,近地铁满五年,单价155120元/m²,1030万
新上满五年唯一，南北通透两居室，户型方正，看房方便,2室1厅1卫, 底层/6层 ,立水桥 嘉诚花园 · 距离地铁立水桥南848米,74.93 平米 , 南北 , 1998年建,7 人关注 , 2019-11-09发布,近地铁满五年,单价49379元/m²,370万
新上 芍药居南北全明格局两居 满五年公房 诚意出售,2室1厅1卫, 顶层/5层 ,芍药居 芍药居5号院 · 距离地铁芍药居634米,59.5 平米 , 南北 , 1985年建,0 人关注 , 2019-11-13发布,近地铁满五年近公园,单价83193元/m²,495万
满五唯一 角门东 两居室电梯房地铁近 婚房 刚需合适,2室1厅1卫, 高楼层/14层 ,角门 司达小区 · 距离地铁角门东449米,64.6 平米 , 东西 , 1996年建,5 人关注 , 2019-11-21发布,近地铁随时看满五年近公园,单价55573元/m²,359万
通州核心区，紧邻地铁，友谊医院，电梯洋房珠江丽景精装修,2室1厅1卫, 低楼层/12层 ,潞苑 珠江丽景家园,78.36 平米 , 西 , 2010年建,15 人关注 , 2019-11-12发布,满二年,单价33053元/m²,259万
青年湖公园小2居一一户型好一一社区中间位置安静,2室1厅1卫, 顶层/5层 ,安定门 青年湖东里 · 距离地铁安定门908米,51.62 平米 , 南 , 1980年建,3 人关注 , 2019-12-10发布,近地铁满五年近公园,单价96474元/m²,498万
稻香园西里 南向二居室 户型方正 诚心出售,2室1厅1卫, 顶层/14层 ,苏州桥 稻香园西里 · 距离地铁苏州街573米,60.5 平米 , 南北 , 1980年建,1 人关注 , 2019-11-08发布,近地铁随时看满五年,单价102479元/m²,620万
京通苑 满五年 两居室 在京一套,2室1厅1卫, 顶层/6层 ,管庄 京通苑 · 距离地铁管庄494米,75.51 平米 , 南北 , 1997年建,3 人关注 , 2019-11-25发布,近地铁满五年,单价43041元/m²,325万
四惠东十里堡甘露园交界 2000年电梯房,1室1厅1卫, 中楼层/14层 ,十里堡 甘露西园 · 距离地铁十里堡939米,49.89 平米 , 西 , 2000年建,3 人关注 , 2019-11-09发布,近地铁满五年,单价56123元/m²,280万
满五年一套 南北通透 看房随时 诚心出售,2室1厅1卫, 低楼层/9层 ,立水桥 明天第一城5号院 · 距离地铁立水桥397米,95.18 平米 , 南北 , 2008年建,6 人关注 , 2019-12-15发布,近地铁随时看满五年近公园,单价50956元/m²,485万
华业次新房 毛坯高层 满五唯一 南北通透2居,2室1厅1卫, 中楼层/27层 ,临河里 华业东方玫瑰A区 · 距离地铁临河里827米,87.94 平米 , 南北 , 2012年建,1 人关注 , 2019-11-12发布,近地铁满五年,单价51171元/m²,450万
三环内刘家窑 双南向两居室带电梯 无遮挡采光好 不临街,2室1厅1卫, 高楼层/16层 ,蒲黄榆 刘家窑南里 · 距离地铁蒲黄榆596米,55.8 平米 , 南 , 1992年建,7 人关注 , 2019-12-05发布,近地铁满五年近公园,单价57348元/m²,320万
四环旁 保温段经典两居室 户型方正 业主诚心出售,2室1厅1卫, 中楼层/6层 ,科技园区 保温段,55.33 平米 , 东西 , 1995年建,12 人关注 , 2019-12-05发布,随时看,单价43376元/m²,240万
南四环 新发地 银地家园 东北向两居 满五年一套,2室1厅1卫, 中楼层/13层 ,新发地 银地家园,78.63 平米 , 东北 , 2004年建,11 人关注 , 2019-11-07发布,满五年,单价39552元/m²,311万
双榆树推荐必看好房精装二居 南北通透 采光很好,2室1厅1卫, 中楼层/6层 ,双榆树 中关村东路 · 距离地铁五道口433米,57.23 平米 , 南北 , 1985年建,7 人关注 , 2019-11-15发布,近地铁满二年,单价94181元/m²,539万
光熙家园 三室两厅两卫 满五年 名下一套出售,3室2厅2卫, 高楼层/22层 ,西坝河 光熙家园 · 距离地铁光熙门76米,165.63 平米 , 南 , 2008年建,1 人关注 , 2019-11-06发布,近地铁满五年,单价92254元/m²,1528万
经理热推，榆树馆无遮挡，产权清晰随时签约，南向带电梯，低总价,1室1厅1卫, 低楼层/18层 ,车公庄 榆树馆西里 · 距离地铁车公庄西555米,45.8 平米 , 南 , 1987年建,4 人关注 , 2019-11-09发布,近地铁随时看满二年近公园,单价110917元/m²,508万
芍药居 小户型 看房方便 业主诚意卖,1室0厅1卫, 顶层/5层 ,芍药居 芍药居5号院 · 距离地铁芍药居634米,22.71 平米 , 北 , 1990年建,3 人关注 , 2019-12-05发布,近地铁,单价132100元/m²,300万
西红门 兴海家园星苑 南北通透两居室 高楼层采光好,2室1厅1卫, 顶层/5层 ,西红门 兴海家园星苑 · 距离地铁西红门661米,77.22 平米 , 南西北 , 2004年建,2 人关注 , 2019-11-06发布,近地铁满五年,单价45973元/m²,355万
爱家优选 菊园 主卧客厅朝南二居 满五唯一 业主诚售,2室1厅1卫, 顶层/6层 ,马连洼 菊园 · 距离地铁马连洼1482米,70.81 平米 , 南北 , 1995年建,6 人关注 , 2019-11-06发布,近地铁随时看满五年近公园,单价64256元/m²,455万
新上！富强西里 距离地铁站非常近 满五年 低楼层,2室1厅1卫, 低楼层/6层 ,黄村中 富强西里 · 距离地铁清源路599米,58.28 平米 , 南北 , 1986年建,3 人关注 , 2019-12-10发布,近地铁满五年,单价37749元/m²,220万
恒泰园 园区中心 南北两居,2室1厅1卫, 低楼层/6层 ,科技园区 怡海花园恒泰园 · 距离地铁科怡路378米,70.1 平米 , 南北 , 1997年建,3 人关注 , 2019-11-07发布,近地铁满二年,单价67047元/m²,470万
三卧室朝南 电梯大三居 商品房满五年 看房随时,3室1厅2卫, 低楼层/25层 ,天通苑 天通苑本三区 · 距离地铁天通苑南775米,165.96 平米 , 西南 , 1999年建,9 人关注 , 2019-11-03发布,近地铁满五年近公园,单价28320元/m²,470万
南北向三居室，看房方便有钥匙，楼层低适合有老人、小孩的家庭。,3室0厅1卫, 底层/6层 ,紫竹桥 车道沟南里 · 距离地铁慈寿寺913米,59.6 平米 , 南北 , 1987年建,6 人关注 , 2019-11-03发布,近地铁随时看满五年近公园,单价87248元/m²,520万
新上鸿业兴园一区全明格局大两居 满五唯一,2室2厅1卫, 中楼层/23层 ,花乡 鸿业兴园一区 · 距离地铁科怡路1037米,100.73 平米 , 南西北 , 2006年建,0 人关注 , 2019-11-07发布,近地铁满五年近公园,单价53609元/m²,540万
保利茉莉公馆3+1大三居，满五唯一，业主急售,4室2厅2卫, 低楼层/18层 ,黄村北 保利茉莉公馆 · 距离地铁高米店北163米,127.53 平米 , 南北 , 2012年建,11 人关注 , 2019-11-03发布,近地铁随时看满五年近公园,单价53007元/m²,676万
六铺炕二区西北向三居看房方便,3室1厅1卫, 高楼层/17层 ,六铺炕 六铺炕二区 · 距离地铁安德里北街600米,61.6 平米 , 西北 , 1990年建,0 人关注 , 2019-11-09发布,近地铁随时看,单价133117元/m²,820万
马甸一居改两居 有正规客厅 视野采光无敌,1室1厅1卫, 低楼层/20层 ,德胜门 马甸南村 · 距离地铁健德门1150米,46.9 平米 , 西南 , 1988年建,0 人关注 , 2019-11-02发布,近地铁随时看近公园,单价169723元/m²,796万
魏公村 舞蹈学院 西南三居室 采光好 近公园,3室2厅1卫, 底层/15层 ,魏公村 北京舞蹈学院 · 距离地铁国家图书馆665米,102.7 平米 , 西南 , 1993年建,7 人关注 , 2019-11-28发布,近地铁随时看满五年近公园,单价95424元/m²,980万
六铺炕二区大二居98.5平米1098万,2室2厅1卫, 中楼层/4层 ,六铺炕 六铺炕二区 · 距离地铁安德里北街600米,98.5 平米 , 南 , 1953年建,1 人关注 , 2019-11-03发布,近地铁随时看满五年近公园,单价111472元/m²,1098万
惠新西街南口 新上南北两居室 低楼层 精装修,2室1厅1卫, 高楼层/6层 ,惠新西街 惠新里 · 距离地铁惠新西街南口552米,56.33 平米 , 南北 , 1991年建,7 人关注 , 2019-11-03发布,近地铁满五年,单价74916元/m²,422万
紧邻地铁郭庄子、南北双通透三居室、小区中间位置、采光好,3室2厅1卫, 顶层/9层 ,青塔 万科紫苑D区 · 距离地铁郭庄子521米,114.01 平米 , 南北 , 2012年建,0 人关注 , 2019-11-10发布,近地铁满二年,单价69731元/m²,795万
绿景馨园南北通透，低楼层两居室,2室1厅1卫, 底层/6层 ,广渠门 绿景馨园 · 距离地铁广渠门内864米,76.84 平米 , 东南 , 2004年建,0 人关注 , 2019-10-31发布,近地铁满五年,单价93701元/m²,720万
北二环 地铁口 南北通透三居 急售,3室1厅1卫, 中楼层/6层 ,安贞 鼓楼外大街17号楼 · 距离地铁安华桥273米,82.9 平米 , 南北 , 1991年建,8 人关注 , 2019-11-12发布,近地铁满五年,单价68154元/m²,565万
东三环劲松地铁 农光里 好户型高楼层两居大客厅 税费低,2室1厅1卫, 高楼层/18层 ,劲松 农光里小区 · 距离地铁劲松605米,64.28 平米 , 南 , 1993年建,7 人关注 , 2019-11-01发布,近地铁随时看,单价66584元/m²,428万
与副中心为邻，武夷花园紫荆园94.64平南北通透两居,2室1厅1卫, 高楼层/6层 ,武夷花园 武夷花园紫荆园,94.64 平米 , 南北 , 2001年建,1 人关注 , 2019-11-01发布,满二年,单价46492元/m²,440万
禧福汇中间楼层安静不临街满五年且一套,3室2厅2卫, 中楼层/22层 ,北工大 禧福汇 · 距离地铁平乐园327米,163.61 平米 , 南北 , 2009年建,1 人关注 , 2019-10-30发布,近地铁满五年,单价76401元/m²,1250万
雍和宫 北新桥 南北向2居室,2室1厅1卫, 顶层/5层 ,东直门 藏经馆胡同 · 距离地铁雍和宫405米,47.31 平米 , 南东北 , 1985年建,4 人关注 , 2019-12-08发布,近地铁随时看满五年,单价111816元/m²,529万
大望路CBD 金台路.红庙北里南北通透两居,2室1厅1卫, 高楼层/6层 ,红庙 红庙北里 · 距离地铁金台路240米,54.38 平米 , 南北 , 1982年建,4 人关注 , 2019-11-10发布,近地铁随时看满五年近公园,单价60684元/m²,330万
北苑东路天通苑东二区 大阳台 高楼层 满五唯一,2室1厅1卫, 中楼层/19层 ,天通苑 天通苑东二区,106.1 平米 , 西南 , 2001年建,4 人关注 , 2019-10-31发布,随时看满五年,单价35061元/m²,372万
玉林里电梯户型方正一居室，明厨明卫大阳台，户型可做两居室,1室1厅1卫, 低楼层/18层 ,右安门外 玉林里,46.83 平米 , 东 , 1993年建,5 人关注 , 2019-10-30发布,随时看满五年近公园,单价61713元/m²,289万
2003年小区，精装修，无土地出让金，北边露台不算面积,1室1厅1卫, 顶层/6层 ,德胜门 德隆家园6号院 · 距离地铁积水潭842米,51.78 平米 , 南北 , 2003年建,0 人关注 , 2019-10-31发布,近地铁满五年近公园,单价146775元/m²,760万
十里堡06年商品房，中楼层的东向2居，格局方正，大落地窗,2室1厅1卫, 低楼层/24层 ,十里堡 朝阳嘉园 · 距离地铁十里堡739米,107.53 平米 , 东 , 2006年建,4 人关注 , 2019-10-31发布,近地铁满五年,单价50219元/m²,540万
（幸福我家）水利局家属楼 近地铁 近公园 南北通透优质两居,2室1厅1卫, 低楼层/6层 ,团结湖 团结湖水利局宿舍 · 距离地铁朝阳公园684米,60.42 平米 , 南北 , 1980年建,4 人关注 , 2019-11-03发布,近地铁随时看满五年近公园,单价64383元/m²,389万
朝青大三居 观景房不临街 满五年钥匙房 精装修,3室2厅2卫, 中楼层/26层 ,高碑店 兴隆家园 · 距离地铁高碑店618米,134.64 平米 , 东南 , 2002年建,2 人关注 , 2019-10-28发布,近地铁满五年近公园,单价58675元/m²,790万
右外开阳里 中间层 户型通透 精装修 紧邻4号线地铁,2室1厅1卫, 中楼层/6层 ,北京南站 开阳里四区 · 距离地铁北京南站845米,56.95 平米 , 南北 , 1988年建,19 人关注 , 2019-12-12发布,近地铁满五年,单价62335元/m²,355万
三环内 电梯房 西南朝向采光好 满五年一套,2室1厅1卫, 低楼层/18层 ,蒲黄榆 定安东里 · 距离地铁刘家窑662米,60.7 平米 , 西南 , 1989年建,4 人关注 , 2019-11-02发布,近地铁满五年近公园,单价56837元/m²,345万
五棵松地铁西 永定路西里 中位置通透1居室 业主诚售,1室1厅1卫, 顶层/6层 ,五棵松 永定路西里 · 距离地铁五棵松829米,44.54 平米 , 东西 , 1995年建,0 人关注 , 2019-10-30发布,近地铁随时看,单价109340元/m²,487万
海淀区五棵松万寿路片区电梯房没税,1室1厅1卫, 低楼层/16层 ,五棵松 复兴路30号 · 距离地铁五棵松131米,37.63 平米 , 南 , 1985年建,3 人关注 , 2019-10-28发布,近地铁满二年,单价114271元/m²,430万
南四环内 青秀雅苑 全南向大一居 满五年一套 包转商,1室2厅1卫, 中楼层/21层 ,玉泉营 青秀雅苑 · 距离地铁纪家庙1052米,72.6 平米 , 南 , 2011年建,12 人关注 , 2019-10-29发布,近地铁满五年,单价42700元/m²,310万
天怡福园 方庄桥南新小区 南北通透一层两居 业主诚售,2室1厅1卫, 底层/20层 ,宋家庄 天怡福园 · 距离地铁宋家庄953米,88.78 平米 , 南北 , 2015年建,1 人关注 , 2019-11-03发布,近地铁满五年,单价58009元/m²,515万
建东苑东区，满五年唯一前后无遮挡，中间层,2室1厅1卫, 中楼层/6层 ,管庄 建东苑 · 距离地铁黄渠910米,87.87 平米 , 南北 , 2002年建,1 人关注 , 2019-11-28发布,近地铁满五年,单价45294元/m²,398万
玉泉营万年花城 经典一居 格局方正公摊小 双轨交汇 花园社区,1室1厅1卫, 低楼层/27层 ,玉泉营 万年花城四期 · 距离地铁首经贸462米,74.75 平米 , 北 , 2008年建,0 人关注 , 2019-10-27发布,近地铁随时看满五年,单价61538元/m²,460万
首付105万八通线果园翠屏北里旁边小两居满五年一套,2室1厅1卫, 中楼层/6层 ,果园 运河西大街8号院 · 距离地铁北运河西770米,57.35 平米 , 南北 , 1992年建,0 人关注 , 2019-11-07发布,近地铁满五年,单价47428元/m²,272万
中海御鑫阁 南向一居室262万,1室0厅1卫, 低楼层/21层 ,总部基地 中海御鑫阁 · 距离地铁郭公庄549米,36.46 平米 , 南 , 2012年建,2 人关注 , 2019-10-27发布,近地铁满五年,单价71860元/m²,262万
不临街板楼，公房，三居室三面采光，有空间看房方便,3室1厅1卫, 顶层/6层 ,紫竹桥 七贤村 · 距离地铁花园桥582米,62.4 平米 , 南西北 , 1986年建,1 人关注 , 2019-10-30发布,近地铁随时看满五年,单价82692元/m²,516万
新上裕中西里 南北通透大卧室 阳光客厅 大储物间 公房,2室1厅1卫, 顶层/6层 ,德胜门 裕中西里 · 距离地铁健德门540米,66.1 平米 , 南北 , 1989年建,0 人关注 , 2019-10-27发布,近地铁满二年,单价127080元/m²,840万
顶秀欣园东南金角两居室高楼层阳光充足视野好,2室1厅1卫, 中楼层/21层 ,宋家庄 顶秀欣园东苑 · 距离地铁宋家庄807米,87 平米 , 东南 , 2006年建,2 人关注 , 2019-10-28发布,近地铁满五年,单价59770元/m²,520万
顺六条 宋家庄地铁站 黄金楼层 全南不临街 2层无遮挡,2室1厅1卫, 低楼层/6层 ,刘家窑 顺六条 · 距离地铁宋家庄639米,67.47 平米 , 南 , 1995年建,11 人关注 , 2019-10-29发布,近地铁随时看满五年,单价51875元/m²,350万
低楼层 王 府温馨公寓、满五一套、南北通透的大两居,2室1厅1卫, 低楼层/6层 ,北七家 王府温馨公寓,98.83 平米 , 南北 , 1999年建,6 人关注 , 2019-11-14发布,满五年,单价31367元/m²,310万
小区花园位置 观景楼层 南北通透 业主诚意出售,2室1厅1卫, 高楼层/30层 ,回龙观 融泽嘉园1号院 · 距离地铁龙泽1100米,93.14 平米 , 南北 , 2014年建,4 人关注 , 2019-10-27发布,近地铁满二年,单价53683元/m²,500万
龙乡小区 中间层，好户型三居室，南北通透，看房随时,3室1厅1卫, 中楼层/6层 ,西三旗 龙乡小区 · 距离地铁育新732米,85.98 平米 , 南北 , 1995年建,13 人关注 , 2019-11-08发布,近地铁随时看,单价40126元/m²,345万
通州梨园地铁 满两年 高楼层 小区中间 南北通透,2室1厅1卫, 高楼层/13层 ,梨园 新城阳光 · 距离地铁梨园585米,84.9 平米 , 南北 , 2006年建,11 人关注 , 2019-10-26发布,近地铁满二年,单价43463元/m²,369万
万科对面精装两居室，满五京一，随时看,2室1厅2卫, 低楼层/6层 ,北七家 名佳花园四区,87.79 平米 , 南北 , 2003年建,12 人关注 , 2019-10-29发布,满五年,单价37362元/m²,328万
卢沟桥南里 南北通透三居室 业主诚心出售,3室1厅1卫, 顶层/5层 ,卢沟桥 卢沟桥南里 · 距离地铁大瓦窑1423米,62.2 平米 , 南北 , 1989年建,3 人关注 , 2019-10-30发布,近地铁满五年,单价40997元/m²,255万
平原里小区，紧邻陶然亭地铁，63平米高层南北两居出售,2室1厅1卫, 高楼层/9层 ,陶然亭 平原里小区 · 距离地铁陶然亭367米,63.05 平米 , 南北 , 1999年建,4 人关注 , 2019-10-31发布,近地铁满五年,单价98335元/m²,620万
