title,houseType,floor,position,area,direction,buildTime,viewNum,time,tags,unitPrice,totalPrice
對口师专，95年房龄，朝南无遮挡采光好，地鉄4号8号13号,1室1厅1卫, 高楼层/7层 ,五里桥 局门路405弄 · 距离地铁西藏南路746米,30.55 平米 , 南 , 1995年建,0 人关注 , 2019-12-22发布,近地铁满五年,单价88380元/m²,270万
南北通透送封闭露台，附带阁楼,1室1厅1卫, 顶层/6层 ,曹杨 花溪园 · 距离地铁枫桥路429米,39.22 平米 , 南 , 1998年建,0 人关注 , 2019-12-25发布,近地铁随时看满五年近公园,单价77766元/m²,305万
南向一房一厅，视野开阔采光好，小区位置优秀，交通方便，诚售,1室1厅1卫, 高楼层/6层 ,南码头 锦南浦三小区 · 距离地铁临沂新村583米,43.84 平米 , 南 , 1996年建,1 人关注 , 2019-12-19发布,近地铁随时看满二年近公园,单价51323元/m²,225万
04年次新小区，精装，电梯三房，房东诚意出售，,3室2厅2卫, 低楼层/11层 ,古美罗阳 东兰世茗雅苑 · 距离地铁东兰路1223米,130.97 平米 , 南 , 2001年建,1 人关注 , 2019-12-19发布,近地铁满五年,单价62610元/m²,820万
户型好，采光好，交通方便，配套成熟，拎包入住，看房方便。,2室2厅1卫, 底层/6层 ,川沙 舒馨北苑 · 距离地铁华夏东路608米,73 平米 , 南 , 2001年建,1 人关注 , 2019-12-17发布,近地铁满五年,单价42466元/m²,310万
房东装修自住，看房方便，房东诚心出售,2室1厅1卫, 中楼层/18层 ,曹路 星颂家园 · 距离地铁曹路770米,70 平米 , 南 ,,0 人关注 , 2019-12-26发布,近地铁满二年,单价37857元/m²,265万
幸福我家，新桥镇新出大四房，全明户型，崭新装修，诚意出售,4室3厅2卫, 高楼层/11层 ,新桥 龙麒苑,93.59 平米 , 北 , 2007年建,2 人关注 , 2019-12-14发布,随时看满二年近公园复式,单价27781元/m²,260万
中间楼层，视野好，户型正气，采光好，看房方便,1室1厅1卫, 底层/6层 ,曹杨 曹杨五村-南杨园 · 距离地铁金沙江路473米,37.12 平米 , 南 , 1982年建,0 人关注 , 2019-12-08发布,近地铁随时看满五年近公园,单价57920元/m²,215万
电梯房 出入方便 有钥匙看房方便,1室0厅0卫, 低楼层/31层 ,南码头 光鸿苑 · 距离地铁临沂新村686米,79.45 平米 , 南 , 2010年建,0 人关注 , 2020-01-04发布,近地铁随时看满二年近公园,单价70233元/m²,558万
新出中虹精装两房！楼层好位置好！看房方便！,2室1厅1卫, 低楼层/18层 ,曹路 中虹家园,70 平米 , 南 , 2012年建,0 人关注 , 2019-12-29发布,随时看,单价39286元/m²,275万
距离地铁五莲路站直线距离1052米,2室1厅1卫, 低楼层/6层 ,金桥 金桥新村一街坊 · 距离地铁五莲路1052米,67 平米 , 南 , 1995年建,1 人关注 , 2020-01-16发布,近地铁随时看满五年,单价47761元/m²,320万
华川家园新上房源 小区景观房 诚心出售 到价签字,1室1厅1卫, 高楼层/15层 ,川沙 华川家园 · 距离地铁川沙1255米,56.66 平米 , 南 , 2016年建,0 人关注 , 2019-12-12发布,近地铁满五年,单价40593元/m²,230万
双南小两房，中间楼层 ，随时看房,2室1厅1卫, 中楼层/6层 ,北蔡 由由四村-严中路173弄 · 距离地铁杨高南路831米,56.4 平米 , 南 , 2001年建,2 人关注 , 2019-12-05发布,近地铁,单价54965元/m²,310万
南北通透，房型好，格局方正，近森林板块，诚意出售,1室1厅1卫, 高楼层/14层 ,高东 高行绿洲五期 · 距离地铁航津路891米,54 平米 , 南 ,,0 人关注 , 2019-12-08发布,近地铁随时看,单价43519元/m²,235万
双南两室 采光充足 交通便利 配套完善,2室0厅1卫, 高楼层/13层 ,彭浦 星城花苑 · 距离地铁彭浦新村1069米,61.36 平米 , 南 , 1994年建,0 人关注 , 2019-11-30发布,近地铁随时看,单价51336元/m²,315万
轨交少税房，精装修，有钥匙，随时看房,2室1厅1卫, 中楼层/6层 ,田林 仪表新村 · 距离地铁漕宝路744米,44.16 平米 , 南北 , 1995年建,0 人关注 , 2019-12-01发布,近地铁随时看,单价84239元/m²,372万
莘南花苑二村，精装一室，不得不看的优质好房,2室1厅1卫, 中楼层/6层 ,莘庄 莘南花苑二村 · 距离地铁莘庄1268米,55 平米 , 南 , 2001年建,0 人关注 , 2019-12-14发布,近地铁随时看满五年,单价65455元/m²,360万
新上两房，小区位置好，楼层好，诚意出售,2室1厅1卫, 高楼层/26层 ,春申 上海晶城晶欣坊,73.8 平米 , 南北 ,,0 人关注 , 2019-12-05发布,满五年,单价58266元/m²,430万
此房满五年二手买进的，房东置换诚心出售，看房方便,2室1厅1卫, 中楼层/18层 ,华东理工 梅陇四村,78 平米 , 东南 , 1995年建,1 人关注 , 2019-11-26发布,满五年,单价47436元/m²,370万
荷一 小区，近五莲路，新出两房，中间楼层，看房随时，诚售,2室1厅1卫, 中楼层/6层 ,金桥 荷一小区 · 距离地铁五莲路520米,75.8 平米 , 南 , 2001年建,0 人关注 , 2019-11-21发布,近地铁随时看满五年近公园,单价46834元/m²,355万
塘桥宁阳小区，交通便利，房东诚心出售,1室1厅1卫, 中楼层/4层 ,塘桥 宁阳小区 · 距离地铁塘桥384米,29.78 平米 , 南 , 1990年建,1 人关注 , 2019-11-24发布,近地铁满五年,单价63130元/m²,188万
梅陇五村，新出房源双南，精装修诚心出售,2室1厅1卫, 顶层/6层 ,华东理工 梅陇五村,63.26 平米 , 南 , 2003年建,2 人关注 , 2019-11-29发布,随时看,单价47423元/m²,300万
距离地铁天潼路站直线距离111米。,2室1厅1卫, 低楼层/18层 ,曹路 金海华城华康佳苑 · 距离地铁曹路1010米,79 平米 , 南北 ,,0 人关注 , 2019-11-26发布,近地铁满五年,单价32911元/m²,260万
房东诚心出售，价 格好谈，交通方便，配套成熟,2室1厅1卫, 顶层/6层 ,北蔡 由由五村-严中路388弄 · 距离地铁杨高南路751米,67.34 平米 , 南北 , 1995年建,0 人关注 , 2019-11-21发布,近地铁满五年,单价46778元/m²,315万
中间楼层，不靠马路，全明户型，看房随时,2室1厅1卫, 中楼层/6层 ,康健 桂花园,60.9 平米 , 西南 , 1989年建,1 人关注 , 2019-11-17发布,满五年,单价56650元/m²,345万
新出电梯三房。小区花园位置。满五年税少。,3室2厅2卫, 中楼层/12层 ,古美罗阳 新梅公寓二期 · 距离地铁外环路605米,126.21 平米 , 南 , 2000年建,1 人关注 , 2019-11-17发布,近地铁满五年,单价50313元/m²,635万
中江小区，出门13号大渡河站，配套齐全,2室1厅1卫, 底层/6层 ,长风 中江路小区 · 距离地铁大渡河路323米,66.4 平米 , 南 , 2009年建,0 人关注 , 2019-11-26发布,近地铁满五年,单价70030元/m²,465万
三楼一梯两户，双南全明，满.五.唯.一，户型正气,2室1厅1卫, 中楼层/6层 ,北蔡 绿川小区-博华路1018弄,65.36 平米 , 南 , 1997年建,1 人关注 , 2019-12-14发布,随时看满五年近公园,单价46818元/m²,306万
精装修三房两厅两卫，产权清晰，看房提前联系,3室2厅2卫, 高楼层/10层 ,金桥 爱法新都 · 距离地铁台儿庄路398米,136.9 平米 , 南 , 2001年建,0 人关注 , 2020-01-18发布,近地铁满五年近公园跃层,单价65741元/m²,900万
直接上明珠.位置好楼层＋看房提前预约.必看好房,1室2厅1卫, 低楼层/6层 ,三林 东方滨港园 · 距离地铁浦三路1236米,59 平米 , 南北 ,,0 人关注 , 2020-01-12发布,近地铁满五年,单价86441元/m²,510万
采光好，南北通透，干净整洁，近轨交，交通方便，生活便利,1室1厅1卫, 顶层/6层 ,光新 管弄新村三街坊 · 距离地铁岚皋路112米,36.55 平米 , 南 , 1986年建,0 人关注 , 2020-01-05发布,近地铁满五年,单价49248元/m²,180万
城东新村，邻青浦新城地铁，带40平院花园，房型正气，生活便利,2室1厅1卫, 底层/6层 ,夏阳 城东新村二期,49.8 平米 , 南 , 1996年建,4 人关注 , 2019-12-22发布,随时看,单价32129元/m²,160万
满五年，看房方便，采光很好,1室0厅1卫, 顶层/6层 ,丰庄 嘉利坊,33.7 平米 , 南 , 1997年建,0 人关注 , 2019-12-14发布,满二年,单价43917元/m²,148万
龙柏西郊公寓，正气大三房，飞机户型，三开间朝南，厨卫全明,3室2厅2卫, 低楼层/6层 ,龙柏 龙柏西郊公寓 · 距离地铁龙柏新村889米,138.28 平米 , 南北 , 1999年建,1 人关注 , 2019-12-18发布,近地铁随时看满五年,单价56769元/m²,785万
双南全明两房带双阳台出售，位置好。商品房，交通便利,2室2厅2卫, 高楼层/6层 ,梅陇 罗阳二村 · 距离地铁莲花路1262米,86.52 平米 , 南 , 2001年建,0 人关注 , 2020-01-14发布,近地铁满五年,单价45654元/m²,395万
凌三两房 西边套全明 南北两房 房东诚心 看房方便,2室1厅1卫, 中楼层/6层 ,洋泾 凌三小区 · 距离地铁北洋泾路1217米,64 平米 , 南北 , 1988年建,1 人关注 , 2019-11-26发布,近地铁满五年,单价65625元/m²,420万
65平小两房，适宜一家三口 看房随时方便 本人有钥匙。,2室1厅1卫, 底层/6层 ,川沙 新德佳苑 · 距离地铁华夏东路1009米,65 平米 , 南 , 2007年建,1 人关注 , 2019-12-06发布,近地铁满五年,单价41538元/m²,270万
明珠B教育+独.家首.推好房+挂户口+总价单价低+位置好+笋,1室1厅1卫, 高楼层/6层 ,潍坊 潍坊七村 · 距离地铁世纪大道770米,37.49 平米 , 南北 , 1983年建,0 人关注 , 2019-11-23发布,近地铁满五年,单价98693元/m²,370万
秀景苑，景观楼层，临河，一手动迁,2室1厅1卫, 高楼层/18层 ,赵巷 崧泽华城秀景苑一区 · 距离地铁汇金路921米,69 平米 , 南北 , 2015年建,0 人关注 , 2019-10-29发布,近地铁随时看满五年,单价32754元/m²,226万
金浦大楼朝南户型 有钥匙房型正气 朝向好,2室1厅1卫, 高楼层/18层 ,万体馆 金浦大楼 · 距离地铁漕溪路276米,92.08 平米 , 南 , 2001年建,0 人关注 , 2019-10-24发布,近地铁随时看满五年,单价77107元/m²,710万
中间楼层，双南两房，梧桐树上待您归,2室1厅1卫, 中楼层/6层 ,曹杨 曹杨五村-南杨园 · 距离地铁金沙江路473米,46.7 平米 , 南 , 1982年建,0 人关注 , 2019-11-14发布,近地铁随时看满五年近公园,单价56745元/m²,265万
精装修，一手动迁，满三年 税费少 采光好,2室1厅1卫, 中楼层/18层 ,航头 鹤沙航城汇诚佳苑 · 距离地铁鹤沙航城1061米,73 平米 , 西 , 2013年建,1 人关注 , 2019-12-31发布,近地铁满二年,单价30822元/m²,225万
"老装修 房间朝南厅朝南改小两房 轨交6,13号 配套成熟",1室1厅1卫, 高楼层/6层 ,浦东世博 云二小区 · 距离地铁东明路509米,43.92 平米 , 西 , 1996年建,2 人关注 , 2019-11-05发布,近地铁随时看满二年,单价56922元/m²,250万
边套一房，户型正，小区位置好,1室1厅1卫, 中楼层/6层 ,南码头 东三小区 · 距离地铁临沂新村1035米,40.29 平米 , 南 , 1984年建,4 人关注 , 2019-09-19发布,近地铁满二年,单价46662元/m²,188万
置换诚意出售看房有钥匙随时看,2室1厅1卫, 中楼层/6层 ,外高桥 富特五村 · 距离地铁航津路810米,57 平米 , 南 ,,3 人关注 , 2019-10-12发布,近地铁随时看,单价38596元/m²,220万
新景电梯三房 小区佳 房东诚心卖 户型佳 地段佳,3室2厅2卫, 低楼层/14层 ,华东理工 阳光新景,126.26 平米 , 南 , 2001年建,0 人关注 , 2019-05-12发布,满五年,单价75242元/m²,950万
金羽名庭精装电梯三房 六师附 小,3室2厅2卫, 低楼层/24层 ,洋泾 金羽名庭 · 距离地铁北洋泾路550米,127.66 平米 , 南 , 2004年建,1 人关注 , 2019-06-09发布,近地铁满五年近公园,单价86166元/m²,1100万
紫薇茗庭，一手动迁，采光好，近轨交，交通方便，环境优美,2室1厅1卫, 高楼层/18层 ,泗泾 紫薇茗庭,68.89 平米 , 南 , 2015年建,5 人关注 , 2019-03-20发布,满二年,单价26854元/m²,185万
瑞和苑，高层，全南户型，采光无遮挡，税费低,2室1厅1卫, 高楼层/14层 ,周浦 瑞和苑,74.04 平米 , 南 , 2007年建,0 人关注 , 2020-01-05发布,满五年,单价32415元/m²,240万
同润山河小城毛坯三房随时看房,2室1厅1卫, 中楼层/16层 ,泗泾 同润山河小城-菲诗艾伦,87.98 平米 , 南 , 2011年建,1 人关注 , 2019-09-27发布,随时看满五年,单价30689元/m²,270万
秀景苑一区，14年次新小区，纯白坯房，景观楼层，诚意出售,2室1厅1卫, 高楼层/18层 ,赵巷 崧泽华城秀景苑一区 · 距离地铁汇金路921米,67 平米 , 南 , 2015年建,0 人关注 , 2019-08-08发布,近地铁满二年,单价35522元/m²,238万
新上架，南北全明2房，一梯两户，3楼，近南站。,2室1厅1卫, 中楼层/7层 ,南站 华东花苑 · 距离地铁上海南站926米,71.4 平米 , 南北 , 1996年建,0 人关注 , 2019-11-07发布,近地铁满五年,单价60224元/m²,430万
广中二村，小户型一门关，看房方便，房东诚意出售！,1室1厅1卫, 低楼层/4层 ,凉城 广中二村 · 距离地铁赤峰路419米,34.85 平米 , 东南 , 1953年建,1 人关注 , 2019-11-03发布,近地铁随时看满五年近公园,单价53659元/m²,187万
景观电梯2房，采光无敌，满五税少，看房方便，花园位置，诚售,2室2厅1卫, 高楼层/14层 ,北蔡 大华锦绣华城第九街区 · 距离地铁锦绣路694米,88 平米 , 南北 , 2006年建,2 人关注 , 2019-09-28发布,近地铁满五年,单价73864元/m²,650万
底楼带花园，楼间距大采光好大三房，房东诚意出售看房方便,3室2厅2卫, 底层/6层 ,航华 晟虹新景苑 · 距离地铁虹桥1号航站楼1436米,119.1 平米 , , 2003年建,1 人关注 , 2019-10-20发布,近地铁满五年,单价48699元/m²,580万
罗山四村新出双南两房，精装修，看房有钥匙,2室1厅1卫, 顶层/6层 ,金杨 罗山四村-德平路76弄 · 距离地铁德平路809米,59.68 平米 , 南 , 1996年建,3 人关注 , 2019-07-25发布,近地铁随时看,单价51944元/m²,310万
品质小区中间位置，四开间朝南，豪华装修，景观楼层，诚心出售！,4室2厅2卫, 高楼层/15层 ,高行 绿地崴廉公寓 · 距离地铁金京路1116米,164.03 平米 , 南北 , 2008年建,2 人关注 , 2019-05-23发布,近地铁满五年近公园,单价57916元/m²,950万
看房随时有钥匙，广润前排南北通透两房，毛坯装修随意,2室2厅1卫, 低楼层/11层 ,颛桥 君莲新城广润苑,85.48 平米 , 南 , 2010年建,2 人关注 , 2019-05-21发布,随时看满二年,单价46561元/m²,398万
两年前新装修，看房方便，可拎包入住，诚心卖,1室1厅1卫, 高楼层/6层 ,古美罗阳 古美西路316弄 · 距离地铁顾戴路665米,54.44 平米 , 南北 , 1996年建,1 人关注 , 2018-01-07发布,近地铁随时看满五年近公园,单价56025元/m²,305万
德州四村一楼有天井户型双南采光好,2室1厅2卫, 底层/6层 ,浦东世博 德州四村-成山路24弄 · 距离地铁长清路597米,45.31 平米 , 南 , 1987年建,1 人关注 , 2020-01-13发布,近地铁满二年,单价56941元/m²,258万
新出一梯两户边套 双南双天井 厅带西窗 全明户型,2室1厅1卫, 底层/6层 ,金杨 金杨新村二街坊 · 距离地铁云山路134米,58.14 平米 , 南 , 1994年建,3 人关注 , 2019-09-20发布,近地铁满五年,单价63639元/m²,370万
新出房源有钥匙交通便利全明户型看房方便房东诚意出售,2室1厅1卫, 中楼层/6层 ,金桥 浦三小区-博兴路799弄 · 距离地铁博兴路319米,61 平米 , 南 , 1998年建,4 人关注 , 2019-09-11发布,近地铁满五年,单价47541元/m²,290万
新出房源 房型正 全明 居家装修 双南户型有钥匙看房方便,2室1厅1卫, 顶层/6层 ,金桥 浦三小区-博兴路799弄 · 距离地铁博兴路319米,75.94 平米 , 南 , 1998年建,2 人关注 , 2019-09-08发布,近地铁满五年,单价46089元/m²,350万
化工一、四村精品好房，户型正气，随时可看，欢迎咨询。,3室1厅1卫, 低楼层/5层 ,华东理工 化工一、四村,62.94 平米 , 南 , 2003年建,3 人关注 , 2019-07-17发布,满五年,单价59581元/m²,375万
内环内，精装一楼，诚意出售，看房方便。,1室1厅1卫, 底层/17层 ,塘桥 海运新村 · 距离地铁塘桥526米,52.21 平米 , 南 , 2001年建,1 人关注 , 2018-10-19发布,近地铁随时看近公园,单价47884元/m²,250万
中山大厦三室一厅一卫,3室1厅1卫, 中楼层/27层 ,凉城 中山大厦 · 距离地铁虹口足球场580米,103 平米 , 南 , 1989年建,2 人关注 , 2017-10-17发布,近地铁随时看满五年业主自荐近公园,单价59709元/m²,615万
南北户型，11年次新房，位置佳，采光好,2室2厅1卫, 顶层/16层 ,高行 东源名都一期 · 距离地铁金京路364米,85.61 平米 , 南北 , 2007年建,1 人关注 , 2019-09-18发布,近地铁满二年,单价57236元/m²,490万
新出两房，钥匙房，房东诚售,2室2厅1卫, 低楼层/29层 ,田林 明佳公寓 · 距离地铁桂林路486米,99.7 平米 , 南 , 2001年建,2 人关注 , 2019-08-09发布,近地铁满五年,单价56169元/m²,560万
南北通透，使用面积大，附送天井，采光无遮挡,2室1厅1卫, 底层/6层 ,北蔡 天池一村 · 距离地铁锦绣路451米,60.37 平米 , 南北 , 1995年建,0 人关注 , 2020-01-13发布,近地铁满五年,单价59632元/m²,360万
梅陇四村，售后公房，南北通透，采光好，位置好,2室1厅1卫, 低楼层/6层 ,华东理工 梅陇四村,60.24 平米 , 南北 , 2003年建,0 人关注 , 2020-01-11发布,满五年,单价53951元/m²,325万
南北两房边套全明户型，中间楼层采光好，配套成熟，看房随时,2室1厅1卫, 中楼层/5层 ,彭浦 彭五小区 · 距离地铁彭浦新村548米,50.6 平米 , 南北 , 1980年建,0 人关注 , 2020-01-04发布,近地铁满五年近公园,单价49012元/m²,248万
近地铁15hao线，精装两房，楼层好，采光视野好；诚心卖的,2室1厅1卫, 中楼层/6层 ,植物园 罗秀三村,61.87 平米 , 南 , 2003年建,1 人关注 , 2020-01-04发布,满五年近公园,单价50913元/m²,315万
南北直通户型，楼层好，高区楼层，采光好，动迁房税费少，,2室1厅1卫, 高楼层/12层 ,曹路 舜峰家苑,75 平米 , 南 ,,0 人关注 , 2020-01-02发布,随时看满五年,单价38000元/m²,285万
朱家滩小区 明珠A校，低总价 低单价 出入方便,1室1厅1卫, 低楼层/6层 ,潍坊 朱家滩小区 · 距离地铁商城路640米,36.37 平米 , 南 , 1985年建,0 人关注 , 2019-12-17发布,近地铁随时看满五年,单价118229元/m²,430万
中间楼层朝南一室，地段繁华,1室1厅1卫, 中楼层/6层 ,镇宁路 东诸安浜路57-59号 · 距离地铁江苏路349米,33.48 平米 , 南 ,,1 人关注 , 2019-12-01发布,近地铁满五年,单价85125元/m²,285万
售后公房朝南一房，税费少，采光好，近轻轨L15百色站,1室1厅1卫, 高楼层/6层 ,南站 汇成一村 · 距离地铁上海南站841米,33.5 平米 , 南 , 1994年建,5 人关注 , 2019-11-26发布,近地铁随时看满五年,单价53731元/m²,180万
一房一厅 南北通透 入读浦明师范 看房提前联系 诚心出售,1室1厅1卫, 高楼层/6层 ,潍坊 浦电路141-143号 · 距离地铁浦电路(6号线)778米,42.17 平米 , 南 , 1994年建,0 人关注 , 2019-10-30发布,近地铁满五年,单价61655元/m²,260万
精装修一房一厅，厨卫全明，中间楼层，房东诚心出售,1室1厅1卫, 低楼层/6层 ,华东理工 梅陇六村,40.88 平米 , 南 , 2003年建,1 人关注 , 2019-11-08发布,满五年,单价51370元/m²,210万
两房朝南，户型正气，南北通风，采光充足，诚心出售,2室1厅1卫, 中楼层/6层 ,华东理工 和平小区-罗秀路930弄,67.38 平米 , 南 , 1994年建,2 人关注 , 2019-10-28发布,满五年,单价55654元/m²,375万
长征家苑 毛坯房 一房一厅 有钥匙 随时看房,1室1厅1卫, 中楼层/27层 ,真光 长征家苑,63 平米 , 南 , 2001年建,0 人关注 , 2019-10-27发布,满二年,单价53968元/m²,340万
罗山六村新出小两房精装修2年拎包入住配套齐全,2室1厅1卫, 顶层/6层 ,金杨 罗山六村 · 距离地铁德平路430米,52.2 平米 , 南 , 2001年建,8 人关注 , 2019-10-25发布,近地铁满二年,单价45977元/m²,240万
近地铁，花园位置一室半，采光佳，看房有钥匙。,1室1厅1卫, 高楼层/6层 ,南码头 临沂八村 · 距离地铁临沂新村462米,36.48 平米 , 南 , 1989年建,3 人关注 , 2019-10-20发布,近地铁满五年,单价50164元/m²,183万
近党校和漕河泾开发区，上师，看房方便，随时。,2室1厅1卫, 顶层/6层 ,康健 桂平小区 · 距离地铁虹漕路694米,65.65 平米 , 南 , 1995年建,0 人关注 , 2020-01-17发布,近地铁满五年,单价63976元/m²,420万
位置佳楼层好 管弄经典一梯三户 户型全明 诚意卖看房方便,2室1厅1卫, 中楼层/6层 ,光新 管弄新村二街坊 · 距离地铁岚皋路286米,52.25 平米 , 南 , 1989年建,1 人关注 , 2019-10-08发布,近地铁满五年,单价64115元/m²,335万
朝南大一房＋20平米天井吗，超高使用率，钥匙房，税费少,1室1厅1卫, 底层/6层 ,真如 信仪新村 · 距离地铁镇坪路723米,34.3 平米 , 南 , 1983年建,1 人关注 , 2019-10-12发布,近地铁随时看满五年,单价56851元/m²,195万
新出诚心出售，地铁11 16南北通户型 实房实拍,2室1厅1卫, 中楼层/14层 ,康桥 康桥宝邸,80 平米 , 南 , 2008年建,0 人关注 , 2019-12-18发布,随时看满五年近公园,单价37750元/m²,302万
极景易家二房一厅，中等装修！经济适用房！,2室2厅1卫, 低楼层/6层 ,曹路 极景易家 · 距离地铁顾唐路968米,91 平米 , 南北 , 2005年建,2 人关注 , 2019-09-15发布,近地铁随时看,单价39560元/m²,360万
南北小两房，精装修全送，价格看中可谈，小区第二排,2室1厅1卫, 高楼层/6层 ,金杨 黄山一村 · 距离地铁云山路477米,59.7 平米 , 南北 , 1998年建,1 人关注 , 2019-09-10发布,近地铁满五年,单价90452元/m²,540万
边套全明一室半，房型正气，看房有钥匙，看中价可谈,1室1厅1卫, 高楼层/6层 ,真如 真如西村 · 距离地铁真如839米,36.85 平米 , 南 , 1988年建,0 人关注 , 2019-11-08发布,近地铁随时看满五年近公园,单价50204元/m²,185万
轻轨7/8/13号，线 ，紧邻中国馆，邻旁世博园，,2室1厅1卫, 底层/6层 ,浦东世博 上钢二村 · 距离地铁耀华路124米,48 平米 , 南北 , 1983年建,1 人关注 , 2019-11-16发布,近地铁随时看满五年近公园,单价58333元/m²,280万
，近6号18号，满五年，标准三房诚意出售，好！,3室1厅1卫, 低楼层/5层 ,洋泾 泾西一村 · 距离地铁北洋泾路560米,73.87 平米 , 南 ,,1 人关注 , 2019-08-09发布,近地铁随时看满五年近公园,单价59564元/m²,440万
凌云新村 ，新挂牌房源，户型正气，****可谈,1室1厅1卫, 顶层/6层 ,华东理工 凌云新村,49.07 平米 , 南 , 2001年建,2 人关注 , 2019-03-06发布,满五年,单价50744元/m²,249万
钥匙房，此房一梯两户，全明户型 产权清晰，无抵押，交易安全,1室1厅1卫, 顶层/5层 ,金桥 寿光小区-寿光路161弄 · 距离地铁五莲路499米,48.64 平米 , 南 , 2001年建,0 人关注 , 2018-11-25发布,近地铁随时看满五年,单价40090元/m²,195万
一梯二户，南北大2房，小区中间位置，精装修，看房有钥匙,2室1厅1卫, 低楼层/6层 ,源深 梅园五街坊 · 距离地铁世纪大道428米,58.03 平米 , 南 , 2001年建,0 人关注 , 2019-11-17发布,近地铁满二年,单价113734元/m²,660万
我司独售，昌邑学府，双轨交接，置换诚意出售,1室1厅1卫, 底层/6层 ,北蔡 金旋小区 · 距离地铁锦绣路672米,34.72 平米 , 南北 , 1994年建,2 人关注 , 2019-11-13发布,近地铁满五年,单价72005元/m²,250万
看房找维护人！朝南大一房！20万精装修！中间楼层！诚意出售！,1室1厅1卫, 中楼层/6层 ,金杨 金杨七街坊 · 距离地铁蓝天路749米,51.57 平米 , 南北 ,,5 人关注 , 2019-11-03发布,近地铁随时看满五年业主自荐,单价51386元/m²,265万
全明户型 南北通透两室，近曹杨公园,2室1厅1卫, 顶层/5层 ,曹杨 曹杨七村 · 距离地铁枫桥路137米,49.36 平米 , 南 , 1981年建,1 人关注 , 2019-06-29发布,近地铁随时看满五年近公园,单价50648元/m²,250万
少有的商品房 植物园附近双南双阳台三房 靠近小花园,3室1厅1卫, 低楼层/6层 ,南站 汇成四村 · 距离地铁上海南站1165米,92.94 平米 , 南 , 1994年建,2 人关注 , 2019-10-14发布,近地铁满五年,单价57026元/m²,530万
新鲜挂牌，潍坊十村，一房一厅，随时看房！,1室1厅1卫, 顶层/6层 ,潍坊 潍坊十村-潍坊路154弄 · 距离地铁世纪大道478米,38.25 平米 , 南 , 1985年建,2 人关注 , 2019-10-08发布,近地铁,单价98039元/m²,375万
置换诚心出售，不靠马楼，中上装修，看中还是可小刀,1室1厅1卫, 中楼层/6层 ,潍坊 潍坊九村-崂山路644弄 · 距离地铁浦电路(6号线)436米,38.77 平米 , 南 , 1987年建,0 人关注 , 2019-09-29发布,近地铁随时看,单价101883元/m²,395万
景城大南北两房！中间位置，满五税少！可谈！位置楼层好,2室2厅1卫, 低楼层/17层 ,春申 春申景城一期,98.6 平米 , 南北 , 2006年建,2 人关注 , 2019-09-06发布,满五年,单价66937元/m²,660万
沪东竹园，精装修，边套全明，花园位置，诚售好谈！,1室1厅1卫, 顶层/6层 ,金桥 柳一小区 · 距离地铁博兴路448米,42.18 平米 , 南 , 1995年建,1 人关注 , 2019-09-05发布,近地铁随时看满五年近公园,单价61641元/m²,260万
明珠B校+名额未用+产权清晰+位置安静+价格可谈+随时看房,2室1厅1卫, 底层/6层 ,潍坊 潍坊九村-崂山路644弄 · 距离地铁浦电路(6号线)436米,49.86 平米 , 南北 , 1987年建,0 人关注 , 2019-08-31发布,近地铁满五年,单价91256元/m²,455万
三佳花苑，双房朝南，采光无敌，无户口，无****,2室1厅1卫, 中楼层/6层 ,七宝 三佳花苑 · 距离地铁七宝949米,61.95 平米 , 南 ,,0 人关注 , 2019-08-03发布,近地铁满五年,单价74253元/m²,460万
"幸福我家邻城铁、设施全,高新凯家园三期丹桂苑",2室1厅1卫, 低楼层/12层 ,泗泾 新凯家园三期丹桂苑 · 距离地铁佘山689米,68.5 平米 , 南北 , 2012年建,4 人关注 , 2019-06-14发布,近地铁随时看满五年,单价32117元/m²,220万
幸福我家。新凯家园银杏苑两房 诚意出售，到价可签,2室1厅1卫, 中楼层/18层 ,泗泾 新凯城银杏苑 · 距离地铁佘山1223米,70.67 平米 , 南 , 2012年建,9 人关注 , 2019-09-23发布,近地铁满二年,单价27593元/m²,195万
三房楼层好.全明独栋 位置好.12东陆站，可谈,3室2厅1卫, 中楼层/6层 ,金桥 东波苑-东波路192弄 · 距离地铁东陆路70米,87.86 平米 , 南北 ,,2 人关注 , 2019-09-22发布,近地铁随时看满二年近公园,单价53494元/m²,470万
位置安静 三楼两房 房东好谈 双南南北通 看房基本随时,2室1厅1卫, 中楼层/6层 ,梅陇 紫藤一村 · 距离地铁莲花路578米,72.2 平米 , 南 , 1994年建,3 人关注 , 2019-06-26发布,近地铁满五年,单价46399元/m²,335万
双南两房，一梯两户，全明户型，中间楼层,2室1厅1卫, 高楼层/6层 ,金杨 香山西北街坊 · 距离地铁德平路420米,67.6 平米 , 南 , 1997年建,5 人关注 , 2018-04-12发布,近地铁随时看满五年,单价56953元/m²,385万
房主信任，精致装修，竹园没用，临近6号博兴站，采光楼层,2室1厅1卫, 顶层/6层 ,金桥 柳埠小区 · 距离地铁博兴路454米,63.37 平米 , 南 , 1995年建,2 人关注 , 2019-07-20发布,近地铁随时看满五年,单价55231元/m²,350万
看这里：近轻轨；精装拎包入住；南北通透；全明两房；,2室1厅1卫, 底层/6层 ,真光 清涧四街坊 · 距离地铁李子园769米,70.85 平米 , 南 ,,0 人关注 , 2018-08-10发布,近地铁随时看满二年,单价49400元/m²,350万
